Unnamed: 0,transcript,common_ground,scores,actual_common_ground,Group
60,"so purple block, blue block should be forty right there",blue != 40,0.36446786,<m> purple blue = 40 </m>,6
61,"so purple block, blue block should be forty right there",purple != 40,0.34068155,<m> purple blue = 40 </m>,6
62,"so purple block, blue block should be forty right there","blue = 10, green = 10, yellow = 40",0.012497763,<m> purple blue = 40 </m>,6
63,i would say yellow is like forty five but we could say fifty since we're,yellow = 50,0.9918157,<m> yellow = 50 </m>,6
64,i would say yellow is like forty five but we could say fifty since we're,yellow = 40,0.9911744,<m> yellow = 50 </m>,6
65,i would say yellow is like forty five but we could say fifty since we're,yellow != 50,0.49929902,<m> yellow = 50 </m>,6
66,i would say yellow is like forty five but we could say fifty since we're,yellow != 40,0.4777227,<m> yellow = 50 </m>,6
67,i would say yellow is like forty five but we could say fifty since we're,"green = 50, red = 10, yellow = 10",0.2257621,<m> yellow = 50 </m>,6
0,I will tell you that the red cube is ten grams,red = 10,0.99706984,<m> red = 10 </m>,10
1,I will tell you that the red cube is ten grams,red != 10,0.0087143425,<m> red = 10 </m>,10
2,I will tell you that the red cube is ten grams,red > 10,0.004182644,<m> red = 10 </m>,10
3,I will tell you that the red cube is ten grams,red < 10,0.0029634624,<m> red = 10 </m>,10
4,"i guess green block is like twenty and red block, blue block is like ten and ten","blue = 20, green = 10, red = 10",0.010021219,"<m> blue = 10, green = 20, red = 10 </m>",10
5,"i guess green block is like twenty and red block, blue block is like ten and ten","blue = 20, green = 20, red = 10",0.00819013,"<m> blue = 10, green = 20, red = 10 </m>",10
6,"i guess green block is like twenty and red block, blue block is like ten and ten","blue = 20, green = 10, red = 20",0.0076154964,"<m> blue = 10, green = 20, red = 10 </m>",10
7,"i guess green block is like twenty and red block, blue block is like ten and ten","blue = 10, green = 20, red = 10",0.0072478466,"<m> blue = 10, green = 20, red = 10 </m>",10
8,"i guess green block is like twenty and red block, blue block is like ten and ten","blue = 10, green = 20, red = 20",0.007019258,"<m> blue = 10, green = 20, red = 10 </m>",10
9,"it looks like red block, blue block're fairly equal",blue = red,0.76680964,<m> blue = red </m>,10
10,"it looks like red block, blue block're fairly equal",blue = red,0.76680964,<m> blue = red </m>,10
11,"it looks like red block, blue block're fairly equal",blue != red,0.014605124,<m> blue = red </m>,10
12,"it looks like red block, blue block're fairly equal",blue != red,0.014605124,<m> blue = red </m>,10
13,"it looks like red block, blue block're fairly equal",blue > red,0.0107518975,<m> blue = red </m>,10
14,"right so then green block's twenty red block, blue block two are ten","blue = 20, green = 10, red = 10",0.048454985,"<m> blue = 10, green = 20, red = 10 </m>",10
15,"right so then green block's twenty red block, blue block two are ten","blue = 10, green = 10, red = 20",0.049555007,"<m> blue = 10, green = 20, red = 10 </m>",10
16,"right so then green block's twenty red block, blue block two are ten","blue = 10, green = 20, red = 20",0.030146636,"<m> blue = 10, green = 20, red = 10 </m>",10
17,"right so then green block's twenty red block, blue block two are ten","blue = 20, green = 10, red = 20",0.028100036,"<m> blue = 10, green = 20, red = 10 </m>",10
18,"right so then green block's twenty red block, blue block two are ten","blue = 10, green = 20, red = 10",0.02376565,"<m> blue = 10, green = 20, red = 10 </m>",10
19,"yeah red block, blue block're together",blue = red,0.37538502,<m> blue = red </m>,10
20,"yeah red block, blue block're together",blue = red,0.37538502,<m> blue = red </m>,10
21,"yeah red block, blue block're together",blue != red,0.04442348,<m> blue = red </m>,10
22,"yeah red block, blue block're together",blue != red,0.04442348,<m> blue = red </m>,10
23,"yeah red block, blue block're together",blue < red,0.036901362,<m> blue = red </m>,10
24,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",green = purple,0.9400401,<m> purple > green </m>,10
25,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",green = purple,0.9400401,<m> purple > green </m>,10
26,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",purple > green,0.30098394,<m> purple > green </m>,10
27,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",green > purple,0.22124368,<m> purple > green </m>,10
28,"alright well now let's do green block, purple block two i can already tell purple block one's heavier yeah",green < purple,0.18316978,<m> purple > green </m>,10
29,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",purple = green+red,0.98204195,<m> purple = green+red </m>,10
30,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",red = green+purple,0.98136276,<m> purple = green+red </m>,10
31,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",green = purple+red,0.9809176,<m> purple = green+red </m>,10
32,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",purple != green+red,0.6558391,<m> purple = green+red </m>,10
33,"i say green block, red block, purple block are equal green block, red block, purple block are the instructions i suppose",red != green+purple,0.6544966,<m> purple = green+red </m>,10
34,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,green = 10,0.9898224,<m> purple = around 30 </m>,10
35,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,green = 30,0.9816775,<m> purple = around 30 </m>,10
36,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,"green = 10, purple = 10, yellow = 50",0.6070982,<m> purple = around 30 </m>,10
37,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,green != 10,0.6645939,<m> purple = around 30 </m>,10
38,we we moved green block and checked the two tens remember we didn't do green block one okay yeah sure sure sure yeah yeah put thirty thirty yeah,"green = 10, red = 10, yellow = 50",0.56542635,<m> purple = around 30 </m>,10
39,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,"green = 30, purple = 20, yellow = 50",0.013359111,"<m> green = 20, purple = 30, yellow = 50 </m>",10
40,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,"green = 50, purple = 20, yellow = 30",0.012507024,"<m> green = 20, purple = 30, yellow = 50 </m>",10
41,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,"green = 50, purple = 30, yellow = 20",0.011790261,"<m> green = 20, purple = 30, yellow = 50 </m>",10
42,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,"green = 20, purple = 30, yellow = 50",0.011722777,"<m> green = 20, purple = 30, yellow = 50 </m>",10
43,so purple block one's thirty and what's green block one twenty right twenty okay so yellow block one's gonna be fifty okay,"green = 30, purple = 50, yellow = 20",0.011555262,"<m> green = 20, purple = 30, yellow = 50 </m>",10
44,But there's no like I mean between weights so fifty,green = 50,0.980601,<m> yellow = 50 </m>,10
45,But there's no like I mean between weights so fifty,yellow = 50,0.966712,<m> yellow = 50 </m>,10
46,But there's no like I mean between weights so fifty,blue = 50,0.9660726,<m> yellow = 50 </m>,10
47,But there's no like I mean between weights so fifty,red = 50,0.965903,<m> yellow = 50 </m>,10
48,But there's no like I mean between weights so fifty,purple = 50,0.93683636,<m> yellow = 50 </m>,10
49,yellow block is like less than fifty less than fifty,yellow = 50,0.9614865,<m> yellow < 50 </m>,10
50,yellow block is like less than fifty less than fifty,yellow != 50,0.35910094,<m> yellow < 50 </m>,10
51,yellow block is like less than fifty less than fifty,yellow > 50,0.060317814,<m> yellow < 50 </m>,10
52,yellow block is like less than fifty less than fifty,yellow < 50,0.017409496,<m> yellow < 50 </m>,10
53,yeah yeah it's it's almost settled down so yellow block's less than fifty,yellow = 50,0.96650624,<m> yellow < 50 </m>,10
54,yeah yeah it's it's almost settled down so yellow block's less than fifty,yellow != 50,0.5504858,<m> yellow < 50 </m>,10
55,yeah yeah it's it's almost settled down so yellow block's less than fifty,yellow > 50,0.300562,<m> yellow < 50 </m>,10
56,yeah yeah it's it's almost settled down so yellow block's less than fifty,yellow < 50,0.043432467,<m> yellow < 50 </m>,10
57,should i oh yeah yellow block is fifty grams,yellow = 50,0.9875208,<m> yellow = 50 </m>,10
58,should i oh yeah yellow block is fifty grams,yellow != 50,0.48476547,<m> yellow = 50 </m>,10
59,should i oh yeah yellow block is fifty grams,yellow > 50,0.086883456,<m> yellow = 50 </m>,10
60,should i oh yeah yellow block is fifty grams,yellow < 50,0.025239881,<m> yellow = 50 </m>,10
61,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",purple = 20,0.99602616,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
62,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",blue = 20,0.99601376,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
63,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",green = 20,0.9959844,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
64,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",blue = 30,0.9957632,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
65,"so purple block was thirty right thirty green block was twenty and red block, blue block are tens",red = 20,0.99576116,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",10
0,And we will tell you that this red cube on top is ten grams,red = 10,0.99870765,<m> red = 10 </m>,1
1,And we will tell you that this red cube on top is ten grams,red != 10,0.29255474,<m> red = 10 </m>,1
2,And we will tell you that this red cube on top is ten grams,red > 10,0.015977662,<m> red = 10 </m>,1
3,And we will tell you that this red cube on top is ten grams,red < 10,0.013625518,<m> red = 10 </m>,1
4,ok well red block would be nine minus ten,red = 10,0.99911726,<m> red = 10 </m>,1
5,ok well red block would be nine minus ten,red != 10,0.61109495,<m> red = 10 </m>,1
6,ok well red block would be nine minus ten,red > 10,0.07425241,<m> red = 10 </m>,1
7,ok well red block would be nine minus ten,red < 10,0.0073505836,<m> red = 10 </m>,1
8,"red block, blue block seems pretty balanced",blue = red,0.8969692,<m> blue = red </m>,1
9,"red block, blue block seems pretty balanced",blue = red,0.8969692,<m> blue = red </m>,1
10,"red block, blue block seems pretty balanced",blue > red,0.30494082,<m> blue = red </m>,1
11,"red block, blue block seems pretty balanced",red > blue,0.056091227,<m> blue = red </m>,1
12,"red block, blue block seems pretty balanced",red < blue,0.038757443,<m> blue = red </m>,1
13,yeah ok so now we know that blue block is also ten,blue = 10,0.9985308,<m> blue = 10 </m>,1
14,yeah ok so now we know that blue block is also ten,blue != 10,0.42049214,<m> blue = 10 </m>,1
15,yeah ok so now we know that blue block is also ten,blue > 10,0.00356824,<m> blue = 10 </m>,1
16,yeah ok so now we know that blue block is also ten,blue < 10,0.0017732659,<m> blue = 10 </m>,1
17,And then see if there's thats twenty which is not,red = 20,0.99893486,<m> purple != 20 </m>,1
18,And then see if there's thats twenty which is not,green = 20,0.9989299,<m> purple != 20 </m>,1
19,And then see if there's thats twenty which is not,yellow = 20,0.99881864,<m> purple != 20 </m>,1
20,And then see if there's thats twenty which is not,blue = 20,0.99868894,<m> purple != 20 </m>,1
21,And then see if there's thats twenty which is not,purple = 20,0.9986017,<m> purple != 20 </m>,1
22,And then see if there's thats twenty which is not,red = 20,0.99893486,<m> purple != 20 </m>,1
23,And then see if there's thats twenty which is not,green = 20,0.9989299,<m> purple != 20 </m>,1
24,And then see if there's thats twenty which is not,yellow = 20,0.99881864,<m> purple != 20 </m>,1
25,And then see if there's thats twenty which is not,blue = 20,0.99868894,<m> purple != 20 </m>,1
26,And then see if there's thats twenty which is not,purple = 20,0.9986017,<m> purple != 20 </m>,1
27,ok so green block one is probably twenty ten ten twenty,green = 20,0.9989605,"<m> blue = 10, green = 20, red = 10 </m>",1
28,ok so green block one is probably twenty ten ten twenty,green = 10,0.9987835,"<m> blue = 10, green = 20, red = 10 </m>",1
29,ok so green block one is probably twenty ten ten twenty,green != 20,0.10368929,"<m> blue = 10, green = 20, red = 10 </m>",1
30,ok so green block one is probably twenty ten ten twenty,green != 10,0.0345966,"<m> blue = 10, green = 20, red = 10 </m>",1
31,ok so green block one is probably twenty ten ten twenty,green > 20,0.005316943,"<m> blue = 10, green = 20, red = 10 </m>",1
32,ok so green block one is probably twenty ten ten twenty,green = 20,0.9989605,"<m> blue = 10, green = 20, red = 10 </m>",1
33,ok so green block one is probably twenty ten ten twenty,green = 10,0.9987835,"<m> blue = 10, green = 20, red = 10 </m>",1
34,ok so green block one is probably twenty ten ten twenty,green != 20,0.10368929,"<m> blue = 10, green = 20, red = 10 </m>",1
35,ok so green block one is probably twenty ten ten twenty,green != 10,0.0345966,"<m> blue = 10, green = 20, red = 10 </m>",1
36,ok so green block one is probably twenty ten ten twenty,green > 20,0.005316943,"<m> blue = 10, green = 20, red = 10 </m>",1
37,Ooh its looking like thirty,green = 30,0.99696237,<m> purple = 30 </m>,1
38,Ooh its looking like thirty,blue = 30,0.9953481,<m> purple = 30 </m>,1
39,Ooh its looking like thirty,purple = 30,0.99236286,<m> purple = 30 </m>,1
40,Ooh its looking like thirty,yellow = 30,0.9913636,<m> purple = 30 </m>,1
41,Ooh its looking like thirty,red = 30,0.9849777,<m> purple = 30 </m>,1
42,"yeah im thinking that red block, blue block, green block, yellow block, purple block's ten ten twenty thirty",purple = 30,0.9821228,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
43,"yeah im thinking that red block, blue block, green block, yellow block, purple block's ten ten twenty thirty",yellow = 30,0.98150927,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
44,"yeah im thinking that red block, blue block, green block, yellow block, purple block's ten ten twenty thirty",yellow = 10,0.98015785,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
45,"yeah im thinking that red block, blue block, green block, yellow block, purple block's ten ten twenty thirty",purple = 10,0.97892404,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
46,"yeah im thinking that red block, blue block, green block, yellow block, purple block's ten ten twenty thirty",yellow = 20,0.9743577,"<m> blue = 10, green = 20, purple = 30, red = 10 </m>",1
47,"thirty fourty fifty correct and purple block, green block's still heavier than yellow block thing","green = 30, purple = 30, yellow = 50",0.074671865,<m> yellow < 50 </m>,1
48,"thirty fourty fifty correct and purple block, green block's still heavier than yellow block thing","green = 30, purple = 50, yellow = 50",0.07355915,<m> yellow < 50 </m>,1
49,"thirty fourty fifty correct and purple block, green block's still heavier than yellow block thing","green = 50, purple = 50, yellow = 30",0.07218516,<m> yellow < 50 </m>,1
50,"thirty fourty fifty correct and purple block, green block's still heavier than yellow block thing","green = 50, purple = 30, yellow = 50",0.07234763,<m> yellow < 50 </m>,1
51,"thirty fourty fifty correct and purple block, green block's still heavier than yellow block thing","green = 50, purple = 30, yellow = 30",0.07261391,<m> yellow < 50 </m>,1
52,yeah fifty so we say yellow is fifty,yellow = 50,0.99886954,<m> yellow = 50 </m>,1
53,yeah fifty so we say yellow is fifty,yellow != 50,0.48032945,<m> yellow = 50 </m>,1
54,yeah fifty so we say yellow is fifty,yellow > 50,0.30314496,<m> yellow = 50 </m>,1
55,yeah fifty so we say yellow is fifty,yellow < 50,0.06050499,<m> yellow = 50 </m>,1
0,yeah green is for twenty,green = 20,0.98814714,<m> green = 20 </m>,8
1,yeah green is for twenty,green != 20,0.015756605,<m> green = 20 </m>,8
2,yeah green is for twenty,green > 20,0.0014427903,<m> green = 20 </m>,8
3,yeah green is for twenty,green < 20,0.0007706089,<m> green = 20 </m>,8
4,so twenty purple block's thirty,purple = 30,0.9870429,<m> purple = 30 </m>,8
5,so twenty purple block's thirty,purple = 20,0.98458445,<m> purple = 30 </m>,8
6,so twenty purple block's thirty,"blue = 10, green = 20, purple = 30",0.33042032,<m> purple = 30 </m>,8
7,so twenty purple block's thirty,"green = 10, purple = 20, red = 30",0.31572595,<m> purple = 30 </m>,8
8,so twenty purple block's thirty,"blue = 20, green = 10, purple = 30",0.3117229,<m> purple = 30 </m>,8
9,oh yellow block's more than forty,yellow = 40,0.97898054,<m> yellow > 40 </m>,8
10,oh yellow block's more than forty,yellow != 40,0.013556115,<m> yellow > 40 </m>,8
11,oh yellow block's more than forty,yellow > 40,0.011102523,<m> yellow > 40 </m>,8
12,oh yellow block's more than forty,yellow < 40,0.011212565,<m> yellow > 40 </m>,8
13,Between forty and fifty,"purple = 50, red = 40, yellow = 40",0.018350968,<m> 40 < yellow < 50 </m>,8
14,Between forty and fifty,"purple = 50, red = 40, yellow = 50",0.015431631,<m> 40 < yellow < 50 </m>,8
15,Between forty and fifty,"purple = 40, red = 50, yellow = 40",0.014805895,<m> 40 < yellow < 50 </m>,8
16,Between forty and fifty,"purple = 40, red = 40, yellow = 50",0.01474418,<m> 40 < yellow < 50 </m>,8
17,Between forty and fifty,"purple = 40, red = 50, yellow = 50",0.0132448245,<m> 40 < yellow < 50 </m>,8
18,But we don't and less than fifty actually,yellow = 50,0.8458745,<m> 40 < yellow > 50 </m>,8
19,But we don't and less than fifty actually,purple = 50,0.8310478,<m> 40 < yellow > 50 </m>,8
20,But we don't and less than fifty actually,blue = 50,0.79757553,<m> 40 < yellow > 50 </m>,8
21,But we don't and less than fifty actually,red = 50,0.7741842,<m> 40 < yellow > 50 </m>,8
22,But we don't and less than fifty actually,green = 50,0.7781291,<m> 40 < yellow > 50 </m>,8
23,Fifty is too heavy,green = 50,0.5601981,<m> yellow < 50 </m>,8
24,Fifty is too heavy,yellow = 50,0.5391622,<m> yellow < 50 </m>,8
25,Fifty is too heavy,purple = 50,0.53547627,<m> yellow < 50 </m>,8
26,Fifty is too heavy,blue = 50,0.47481936,<m> yellow < 50 </m>,8
27,Fifty is too heavy,red = 50,0.42307654,<m> yellow < 50 </m>,8
28,so yellow block's forty one,yellow = 40,0.98351103,<m> yellow = 41 </m>,8
29,so yellow block's forty one,yellow != 40,0.0088761095,<m> yellow = 41 </m>,8
30,so yellow block's forty one,yellow > 40,0.002145587,<m> yellow = 41 </m>,8
31,so yellow block's forty one,yellow < 40,0.001364826,<m> yellow = 41 </m>,8
32,ok minus one it is yeah so yellow block is forty nine,yellow = 40,0.8848994,<m> yellow = 49 </m>,8
33,ok minus one it is yeah so yellow block is forty nine,yellow > 40,0.04257158,<m> yellow = 49 </m>,8
34,ok minus one it is yeah so yellow block is forty nine,yellow < 40,0.039100464,<m> yellow = 49 </m>,8
35,ok minus one it is yeah so yellow block is forty nine,yellow != 40,0.032583572,<m> yellow = 49 </m>,8
36,ok so yellow block's probably meant to be just fifty and was placed differently,yellow = 50,0.96755487,<m> yellow = 50 </m>,8
37,ok so yellow block's probably meant to be just fifty and was placed differently,yellow != 50,0.42077824,<m> yellow = 50 </m>,8
38,ok so yellow block's probably meant to be just fifty and was placed differently,yellow > 50,0.050467107,<m> yellow = 50 </m>,8
39,ok so yellow block's probably meant to be just fifty and was placed differently,yellow < 50,0.02593384,<m> yellow = 50 </m>,8
0,The red cube is ten grams,red = 10,0.97547966,<m> red = 10 </m>,9
1,The red cube is ten grams,red != 10,0.27352962,<m> red = 10 </m>,9
2,The red cube is ten grams,red < 10,0.12640482,<m> red = 10 </m>,9
3,The red cube is ten grams,red > 10,0.031226955,<m> red = 10 </m>,9
4,"i would say red block, blue block's equal probably",blue = red,0.93512416,<m> blue = red </m>,9
5,"i would say red block, blue block's equal probably",blue = red,0.93512416,<m> blue = red </m>,9
6,"i would say red block, blue block's equal probably",blue > red,0.32477582,<m> blue = red </m>,9
7,"i would say red block, blue block's equal probably",red > blue,0.19412072,<m> blue = red </m>,9
8,"i would say red block, blue block's equal probably",blue < red,0.012830848,<m> blue = red </m>,9
9,"yeah red block, blue block, green block's probably equal",blue = green+red,0.61313504,<m> green = blue+red </m>,9
10,"yeah red block, blue block, green block's probably equal",green = blue+red,0.5251262,<m> green = blue+red </m>,9
11,"yeah red block, blue block, green block's probably equal",blue > red green,0.39290327,<m> green = blue+red </m>,9
12,"yeah red block, blue block, green block's probably equal","blue = 20, green = 10, red = 20",0.36476535,<m> green = blue+red </m>,9
13,"yeah red block, blue block, green block's probably equal","blue = 30, green = 10, red = 30",0.3617901,<m> green = blue+red </m>,9
14,So we got ten ten,purple = 10,0.9831004,"<m> blue = 10, red = 10 </m>",9
15,So we got ten ten,yellow = 10,0.98134816,"<m> blue = 10, red = 10 </m>",9
16,So we got ten ten,blue = 10,0.9811187,"<m> blue = 10, red = 10 </m>",9
17,So we got ten ten,red = 10,0.9806161,"<m> blue = 10, red = 10 </m>",9
18,So we got ten ten,green = 10,0.9799913,"<m> blue = 10, red = 10 </m>",9
19,"green block, blue block was twenty and ten right ok",green = 20,0.9779134,"<m> blue = 10, green = 20 </m>",9
20,"green block, blue block was twenty and ten right ok",green = 10,0.97699964,"<m> blue = 10, green = 20 </m>",9
21,"green block, blue block was twenty and ten right ok",blue = 20,0.9762006,"<m> blue = 10, green = 20 </m>",9
22,"green block, blue block was twenty and ten right ok",blue = 10,0.97511804,"<m> blue = 10, green = 20 </m>",9
23,"green block, blue block was twenty and ten right ok","blue = 20, green = 10, red = 10",0.87285775,"<m> blue = 10, green = 20 </m>",9
24,Look we have the thirty gram block and then,yellow = 30,0.97671705,<m> purple = 30 </m>,9
25,Look we have the thirty gram block and then,purple = 30,0.9764288,<m> purple = 30 </m>,9
26,Look we have the thirty gram block and then,blue = 30,0.97563577,<m> purple = 30 </m>,9
27,Look we have the thirty gram block and then,red = 30,0.97483265,<m> purple = 30 </m>,9
28,Look we have the thirty gram block and then,green = 30,0.97436,<m> purple = 30 </m>,9
29,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",green = purple+yellow,0.8124538,<m> yellow = green+purple </m>,9
30,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",purple = green+yellow,0.79756844,<m> yellow = green+purple </m>,9
31,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",yellow = green+purple,0.7367594,<m> yellow = green+purple </m>,9
32,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",yellow > green purple,0.6209092,<m> yellow = green+purple </m>,9
33,"just like ever so slightly though so green block, purple block, yellow block's probably probably say green block, purple block, yellow block's equal",purple > green yellow,0.61696965,<m> yellow = green+purple </m>,9
34,purple block one was thirty so yellow block should be fifty less,purple = 50,0.97669065,"<m> purple = 30, yellow = 50 </m>",9
35,purple block one was thirty so yellow block should be fifty less,purple = 30,0.97670245,"<m> purple = 30, yellow = 50 </m>",9
36,purple block one was thirty so yellow block should be fifty less,yellow = 30,0.9761201,"<m> purple = 30, yellow = 50 </m>",9
37,purple block one was thirty so yellow block should be fifty less,yellow = 50,0.9759424,"<m> purple = 30, yellow = 50 </m>",9
38,purple block one was thirty so yellow block should be fifty less,yellow != 30,0.90084636,"<m> purple = 30, yellow = 50 </m>",9
0,I will tell you that the red cube is ten grams,red = 10,0.99699515,<m> red = 10 </m>,4
1,I will tell you that the red cube is ten grams,red != 10,0.022619944,<m> red = 10 </m>,4
2,I will tell you that the red cube is ten grams,red > 10,0.0025075227,<m> red = 10 </m>,4
3,I will tell you that the red cube is ten grams,red < 10,0.0014848156,<m> red = 10 </m>,4
4,Well the top is a ten,purple = 10,0.99483085,<m> blue = 10 </m>,4
5,Well the top is a ten,yellow = 10,0.99157876,<m> blue = 10 </m>,4
6,Well the top is a ten,green = 10,0.98994076,<m> blue = 10 </m>,4
7,Well the top is a ten,red = 10,0.9878891,<m> blue = 10 </m>,4
8,Well the top is a ten,blue = 10,0.9873755,<m> blue = 10 </m>,4
9,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 20, green = 20, red = 10",0.14428543,<m> green = 20 </m>,4
10,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 20, green = 10, red = 10",0.14359444,<m> green = 20 </m>,4
11,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 20, red = 20",0.13293594,<m> green = 20 </m>,4
12,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 10, red = 20",0.11483423,<m> green = 20 </m>,4
13,"ok there easy so green block is twenty yeah cause red block is ten as long as it's not dropping red block, blue block's the same","blue = 10, green = 20, red = 10",0.11082821,<m> green = 20 </m>,4
14,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple = 30,0.949789,<m> purple != 40 </m>,4
15,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple != 30,0.47652042,<m> purple != 40 </m>,4
16,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple < 30,0.32686475,<m> purple != 40 </m>,4
17,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple > 30,0.21967521,<m> purple != 40 </m>,4
18,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple = 30,0.949789,<m> purple != 40 </m>,4
19,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple != 30,0.47652042,<m> purple != 40 </m>,4
20,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple < 30,0.32686475,<m> purple != 40 </m>,4
21,it doesn't drop completely yeah we can consider purple block to be thirty then yeah because it doesn’t drop,purple > 30,0.21967521,<m> purple != 40 </m>,4
22,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 20,0.930707,<m> purple = 30 </m>,4
23,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 30,0.8689934,<m> purple = 30 </m>,4
24,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 20,0.49277607,<m> purple = 30 </m>,4
25,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 30,0.49151424,<m> purple = 30 </m>,4
26,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple < 30,0.46790528,<m> purple = 30 </m>,4
27,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 20,0.930707,<m> purple = 30 </m>,4
28,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple = 30,0.8689934,<m> purple = 30 </m>,4
29,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 20,0.49277607,<m> purple = 30 </m>,4
30,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple != 30,0.49151424,<m> purple = 30 </m>,4
31,well purple block's not and purple block's not twenty yeah purple block's gotta be thirty,purple < 30,0.46790528,<m> purple = 30 </m>,4
32,uh so yellow we or red and blue there's no there's no ok,yellow = blue+red,0.5107856,<m> yellow = 50 </m>,4
33,uh so yellow we or red and blue there's no there's no ok,red = blue+yellow,0.50612116,<m> yellow = 50 </m>,4
34,uh so yellow we or red and blue there's no there's no ok,blue = red+yellow,0.50120175,<m> yellow = 50 </m>,4
35,uh so yellow we or red and blue there's no there's no ok,blue > red yellow,0.42175007,<m> yellow = 50 </m>,4
36,uh so yellow we or red and blue there's no there's no ok,yellow > red blue,0.41522405,<m> yellow = 50 </m>,4
37,blue is ten,blue = 10,0.9977884,<m> blue = 10 </m>,4
38,blue is ten,blue != 10,0.21424268,<m> blue = 10 </m>,4
39,blue is ten,blue > 10,0.09715378,<m> blue = 10 </m>,4
40,blue is ten,blue < 10,0.04570405,<m> blue = 10 </m>,4
41,and so that would mean yellow is fifty,yellow = 50,0.98891336,<m> yellow = 50 </m>,4
42,and so that would mean yellow is fifty,yellow != 50,0.6024653,<m> yellow = 50 </m>,4
43,and so that would mean yellow is fifty,yellow > 50,0.46811244,<m> yellow = 50 </m>,4
44,and so that would mean yellow is fifty,yellow < 50,0.45257372,<m> yellow = 50 </m>,4
